赴,赴,赴,1,AAA,フ,おもむ·く,,"proceed, get, become, tend","赴任 (ふにん): moving to a different location to start a new job, (proceeding to) new appointment",8,1649
起,起,起,1,AAA,キ,"お·きる, お·こる, お·こす, おこ·す, た·つ",,"rouse, wake up, get up","起きる (おきる): to get up, to rise, to blaze up (fire)<br>起こす (おこす): to raise, to raise up, to set up, to pick up<br>起こる (おこる): to occur, to happen<br>起床 (きしょう): rising, getting out of bed<br>起源 (きげん): origin, beginning, source, rise",3,374
超,超,超,1,AAA,チョウ,"こ·える, こ·す","まさる, わたる","transcend, super-, ultra-","越す (こす): to cross over (e.g. mountain), to go across<br>超過 (ちょうか): excess, being more than",8,597
越,越,越,1,AAA,"エツ, オツ","こ·す, 〜こ·す, 〜ご·し, こ·える, 〜ご·え","えち, えっ, お, こえ, こし, ごえ, ごし, ごや","surpass, cross over, move to, exceed, Vietnam","引っ越す (ひっこす): to move (house), to change residence<br>越える (こえる): to cross over, to cross, to pass through, to pass over (out of), to go beyond, to go past<br>越す (こす): to cross over (e.g. mountain), to go across<br>引っ越し (ひっこし): moving (dwelling, office, etc.), changing residence<br>追い越す (おいこす): to pass (e.g. car), to overtake",8,897
趣,趣,趣,1,AAA,シュ,"おもむき, おもむ·く",,"purport, gist, elegance, interest, proceed to, tend, become","趣味 (しゅみ): hobby, pastime<br>趣旨 (しゅし): meaning, point (e.g. of a statement), gist, effect<br>趣 (おもむき): meaning, tenor, gist",8,1153
足,足,足,1,AAA,ソク,"あし, た·りる, た·る, た·す","あ, あす, おす, たらし","leg, foot, be sufficient, counter for pairs of footwear","足 (あし): foot, paw, arm (of an octopus, squid, etc.)<br>足す (たす): to add (numbers)<br>足りる (たりる): to be sufficient, to be enough<br>不足 (ふそく): insufficiency, deficiency, shortage, lack, scarcity, deficit<br>満足 (まんぞく): satisfaction, contentment, gratification",1,343
距,距,距,1,AAA,キョ,"へだ·たる, けづめ",,"long-distance, spur, fetlock","距離 (きょり): distance, range",8,1191
跡,跡,迹,2,AAB,セキ,あと,,"tracks, mark, print, impression","跡 (あと): trace, tracks, mark, sign<br>足跡 (あしあと): footprints<br>遺跡 (いせき): historic ruins (remains, relics), archeological site<br>追跡 (ついせき): chase, pursuit, tracking, stalking<br>跡継ぎ (あとつぎ): heir, inheritor",8,953
路,路,路,1,AAA,"ロ, ル","〜じ, みち",,"path, route, road, distance","道路 (どうろ): road, highway<br>線路 (せんろ): railway track, railway line, railroad, railway, track, line<br>通路 (つうろ): passage, pathway, roadway, avenue, aisle<br>針路 (しんろ): course, direction<br>進路 (しんろ): route, course, path",3,529
跳,跳,跳,1,AAA,チョウ,"は·ねる, と·ぶ, 〜と·び",,"hop, leap up, spring, jerk, prance, buck, splash, sputter, snap","飛ぶ (とぶ): to fly, to soar<br>跳ねる (はねる): to jump, to leap, to prance, to spring up, to bound, to hop",8,1716
践,踐,践,5,ABC,セン,ふ·む,,"tread, step on, trample, practice, carry through","実践 (じっせん): practice, putting into practice, implementation",8,1570
踊,踊,踊,1,AAA,ヨウ,おど·る,,"jump, dance, leap, skip",踊り (おどり): dance,8,1308
踏,踏,踏,1,AAA,トウ,"ふ·む, ふ·まえる",,"step, trample, carry through, appraise, evade payment","踏む (ふむ): to step on, to tread on, to trample on<br>踏切 (ふみきり): railway crossing, railroad crossing, train crossing, level crossing<br>踏まえる (ふまえる): to be based on, to take into account, to build upon, to have origin in<br>踏み込む (ふみこむ): to step into (e.g. someone else's territory), to break into, to raid",8,723
躍,躍,跃,2,AAB,ヤク,おど·る,おどり,"leap, dance, skip","活躍 (かつやく): activity (esp. energetic), great efforts, conspicuous service",8,900
身,身,身,1,AAA,シン,み,,"somebody, person, one's station in life","自身 (じしん): (one's) self, oneself<br>出身 (しゅっしん): person's origin (e.g. city, country, parentage, school)<br>身 (み): body<br>身長 (しんちょう): height (of body), stature<br>独身 (どくしん): bachelorhood, single, unmarried, celibate",3,320
車,車,车,2,AAB,シャ,くるま,"くら, くろま",car,"車 (くるま): car, automobile, vehicle<br>自動車 (じどうしゃ): automobile, motorcar, motor vehicle, car, auto<br>電車 (でんしゃ): train, electric train<br>自転車 (じてんしゃ): bicycle, bike<br>駐車場 (ちゅうしゃじょう): parking lot, car park, carpark, parking garage",1,333
軌,軌,轨,2,AAB,キ,,,"rut, wheel, track, model, way of doing","軌道 (きどう): orbit, trajectory",8,1480
軍,軍,军,2,AAB,グン,いくさ,,"army, force, troops, war, battle","軍 (ぐん): army, armed forces, troops<br>軍隊 (ぐんたい): armed forces, military, troops<br>軍事 (ぐんじ): military affairs<br>軍備 (ぐんび): armaments, military preparations<br>軍艦 (ぐんかん): warship, battleship",4,189
軒,軒,轩,2,AAB,ケン,のき,,"flats, counter for houses, eaves",軒 (のき): eaves<br>軒並み (のきなみ): row of houses,8,1416
軟,軟,软,2,AAB,ナン,"やわ·らか, やわ·らかい",,soft,"柔軟 (じゅうなん): flexible, lithe, soft, pliable",8,1269
転,轉,转,5,ABC,テン,"ころ·がる, ころ·げる, ころ·がす, ころ·ぶ, まろ·ぶ, うたた, うつ·る, くる·めく",,"revolve, turn around, change","自転車 (じてんしゃ): bicycle, bike<br>運転 (うんてん): operation (of a machine, etc.), operating, running, run<br>運転手 (うんてんしゅ): driver, chauffeur<br>転ぶ (ころぶ): to fall down, to fall over<br>移転 (いてん): moving, relocation, change of address",3,327
軸,軸,轴,2,AAB,ジク,,,"axis, pivot, stem, stalk, counter for book scrolls","軸 (じく): axis, shaft, axle",8,1261
軽,輕,轻,5,ABC,"ケイ, キョウ, キン","かる·い, かろ·やか, かろ·んじる",,"lightly, trifling, unimportant","軽い (かるい): light (i.e. not heavy), feeling light (i.e. offering little resistance, moving easily)<br>軽減 (けいげん): abatement, reduction<br>手軽 (てがる): easy, simple, informal, offhand, cheap<br>気軽 (きがる): carefree, buoyant, lighthearted, sprightly<br>軽快 (けいかい): light (of movements), nimble, sprightly, springy",3,790
較,較,较,2,AAB,"カク, コウ",くら·べる,,"contrast, compare","比較 (ひかく): comparison<br>比較的 (ひかくてき): comparatively, relatively",8,1172
載,載,载,2,AAB,サイ,"の·せる, の·る","とし, のり","ride, board, get on, place, spread, 10**44, record, publish","掲載 (けいさい): publication (e.g. of an article in a newspaper), carrying (e.g. a story), running (e.g. a serial), insertion (e.g. of an advertisement), printing, posting (e.g. on the web)<br>記載 (きさい): mention (in a document), record, entry, statement, listing",8,825
輝,輝,辉,2,AAB,キ,かがや·く,"あき, あきら, さき, てる, ひ, ひかる","radiance, shine, sparkle, gleam, twinkle",,8,1259
輩,輩,辈,2,AAB,ハイ,"〜ばら, やから, やかい, ともがら",,"comrade, fellow, people, companions","先輩 (せんぱい): senior (at work or school), superior, elder, older graduate, progenitor, old-timer<br>後輩 (こうはい): junior (at work, school, etc.), younger people, younger student",8,1365
輪,輪,轮,2,AAB,リン,わ,"なわ, も","wheel, ring, circle, link, loop, counter for wheels and flowers","指輪 (ゆびわ): (finger) ring<br>輪 (わ): ring, circle, loop<br>車輪 (しゃりん): (vehicle) wheel<br>年輪 (ねんりん): annual tree ring, growth ring<br>首輪 (くびわ): (animal) collar",4,693
輸,輸,输,2,AAB,"ユ, シュ",,,"transport, send, be inferior","輸出 (ゆしゅつ): export, exportation<br>輸入 (ゆにゅう): import, importation, introduction<br>輸送 (ゆそう): transport, transportation<br>輸血 (ゆけつ): blood transfusion<br>運輸 (うんゆ): transportation",5,371
轄,轄,辖,2,AAB,カツ,くさび,,"control, wedge",,8,1771
辛,辛,辛,1,AAA,シン,"から·い, つら·い, 〜づら·い, かのと",,"spicy, bitter, hot, acrid","辛い (からい): spicy, hot<br>塩辛い (しおからい): salty (taste), briny<br>辛うじて (かろうじて): barely, narrowly, only just, with difficulty<br>香辛料 (こうしんりょう): spice, spices, condiment<br>辛抱 (しんぼう): patience, endurance",8,1607
辞,辭,辞,3,ABA,ジ,"や·める, いな·む",,"resign, word, term, expression","辞書 (じしょ): dictionary, lexicon<br>辞典 (じてん): dictionary, lexicon<br>辞める (やめる): to resign, to retire, to quit, to leave (one's job, etc.)<br>お辞儀 (おじぎ): bow, bowing<br>辞職 (じしょく): resignation",4,633
辱,辱,辱,1,AAA,ジョク,はずかし·める,,"embarrass, humiliate, shame","侮辱 (ぶじょく): insult, affront, slight, contempt (e.g. of court)",8,1769
農,農,农,2,AAB,ノウ,,"な, の, み","agriculture, farmers","農業 (のうぎょう): agriculture<br>農家 (のうか): farmer, farming family<br>農民 (のうみん): farmer, peasant<br>農村 (のうそん): agricultural community, farm village<br>農薬 (のうやく): agricultural chemical (i.e. pesticide, herbicide, fungicide, etc.), agrochemical, agrichemical",3,385
辺,邊,边,5,ABC,ヘン,"あた·り, ほと·り, 〜べ",なべ,"environs, boundary, border, vicinity","辺 (へん): area, vicinity, region<br>辺り (あたり): (in the) neighbourhood, neighborhood, vicinity, nearby, surroundings<br>周辺 (しゅうへん): circumference, outskirts, environs, around, in the area of, in the vicinity of<br>浜辺 (はまべ): beach, foreshore",4,428
込,,,0,ANN,,"〜こ·む, こ·む, こ·み, 〜こ·み, こ·める","こみ, ごめ","crowded, mixture, in bulk, included, (kokuji)","込む (こむ): to be crowded, to be packed<br>人ごみ (ひとごみ): crowd of people<br>申し込む (もうしこむ): to apply for, to make an application, to propose (marriage), to offer (mediation), to make an overture (of peace), to challenge, to lodge (objections), to request (an interview), to subscribe for, to book, to reserve<br>突っ込む (つっこむ): to thrust (something) into (something), to cram, to stuff, to shove<br>飛び込む (とびこむ): to jump in, to leap in, to plunge into, to dive",8,675
迅,迅,迅,1,AAA,ジン,,,"swift, fast","迅速 (じんそく): quick, fast, rapid, swift, prompt, streamlined, expedited, expeditious",8,1888
迎,迎,迎,1,AAA,ゲイ,むか·える,むかえ,"welcome, meet, greet","迎える (むかえる): to go out to meet<br>歓迎 (かんげい): welcome, reception<br>迎え (むかえ): meeting, greeting, welcome<br>出迎える (でむかえる): to meet, to greet<br>出迎え (でむかえ): meeting, reception",8,625
近,近,近,1,AAA,"キン, コン",ちか·い,"おう, おお, この","near, early, akin, tantamount","近い (ちかい): near, close, short (distance)<br>最近 (さいきん): recently, lately, these days, nowadays, right now<br>近所 (きんじょ): neighbourhood, neighborhood<br>近代 (きんだい): present day, modern times, recent times<br>付近 (ふきん): neighbourhood, neighborhood, vicinity, environs",2,194
返,返,返,1,AAA,ヘン,"かえ·す, 〜かえ·す, かえ·る, 〜かえ·る",,"return, answer, fade, repay","返す (かえす): to return (something), to restore, to put back<br>返事 (へんじ): reply, answer, response<br>繰り返す (くりかえす): to repeat, to do something over again<br>裏返す (うらがえす): to turn inside out, to turn the other way, to turn (something) over<br>返る (かえる): to return, to come back, to go back",3,685
迫,迫,迫,1,AAA,ハク,せま·る,"さこ, せ, せこ, はさ, はさま, はざま","urge, force, imminent, spur on","迫る (せまる): to approach, to draw near, to be imminent<br>脅迫 (きょうはく): threat, menace, coercion, terrorism<br>迫害 (はくがい): persecution, oppression<br>圧迫 (あっぱく): pressure",8,773
迭,迭,迭,1,AAA,テツ,,,"transfer, alternation",,8,1907
述,述,述,1,AAA,ジュツ,の·べる,,"mention, state, speak, relate","述べる (のべる): to state, to express, to mention<br>記述 (きじゅつ): description, account<br>口述 (こうじゅつ): dictation, verbal statement",5,379
迷,迷,迷,1,AAA,メイ,まよ·う,,"astray, be perplexed, in doubt, lost, err, illusion","迷惑 (めいわく): trouble, bother, annoyance, nuisance, inconvenience<br>迷子 (まいご): lost child, lost person, stray child, missing child<br>迷う (まよう): to lose one's way, to get lost<br>迷信 (めいしん): superstition, superstitious belief",5,942
追,追,追,1,AAA,ツイ,お·う,おい,"chase, drive away, follow, pursue, meanwhile","追う (おう): to chase, to run after, to pursue, to follow after<br>追いつく (おいつく): to catch up (with), to draw level, to pull even, to reach<br>追加 (ついか): addition, supplement, appending, appendix<br>追い越す (おいこす): to pass (e.g. car), to overtake<br>追及 (ついきゅう): investigation (e.g. into someone's guilt), questioning, pressing, hounding, pinning down",3,411
退,退,退,1,AAA,タイ,"しりぞ·く, しりぞ·ける, ひ·く, の·く, の·ける, ど·く",,"retreat, withdraw, retire, resign, repel, expel, reject","退院 (たいいん): leaving hospital, discharge from hospital<br>引退 (いんたい): retirement<br>退屈 (たいくつ): tedium, boredom, dullness<br>退職 (たいしょく): retirement, resignation<br>後退 (こうたい): retreat, falling back, moving backwards, reversing, retrogression, retraction",5,424
送,送,送,1,AAA,ソウ,おく·る,,"escort, send","放送 (ほうそう): broadcast, broadcasting<br>送る (おくる): to send (a thing), to dispatch, to despatch, to transmit<br>見送り (みおくり): seeing one off, farewell, escort<br>輸送 (ゆそう): transport, transportation<br>見送る (みおくる): to see someone off (at a station, an airport, etc.), to escort (e.g. home)",3,311
逃,逃,逃,1,AAA,トウ,"に·げる, に·がす, のが·す, のが·れる",,"escape, flee, shirk, evade, set free","逃げる (にげる): to escape, to run away<br>逃がす (にがす): to set free, to let go, to release<br>逃走 (とうそう): flight, desertion, escape<br>逃亡 (とうぼう): escape, flight, running away, elopement, fleeing<br>逃れる (のがれる): to escape",8,931
逆,逆,逆,1,AAA,"ギャク, ゲキ","さか, さか·さ, さか·らう",,"inverted, reverse, opposite, wicked","逆 (ぎゃく): reverse, opposite<br>逆らう (さからう): to go against, to oppose, to disobey, to defy<br>逆さ (さかさ): inverted, upside down, reversed, back to front<br>逆転 (ぎゃくてん): (sudden) change, reversal, turn-around, coming from behind (baseball)<br>逆立ち (さかだち): handstand, headstand",5,683
透,透,透,1,AAA,トウ,"す·く, す·かす, す·ける, とう·る, とう·す",とおる,"transparent, permeate, filter, penetrate","透明 (とうめい): transparent, clear<br>透き通る (すきとおる): to be transparent, to be see-through",8,1035
逐,逐,逐,1,AAA,チク,,,"pursue, drive away, chase, accomplish, attain, commit",,8,2230
逓,遞,递,5,ABC,テイ,"かわ·る, たがいに",,"relay, in turn, sending",,8,1957
途,途,途,1,AAA,ト,みち,,"route, way, road","途中 (とちゅう): on the way, en route, halfway<br>途端 (とたん): just (now, at the moment, etc.), just as, in the act of, as soon as, at the moment that<br>用途 (ようと): use, service, purpose<br>中途 (ちゅうと): halfway, midway, partway, mid-course<br>前途 (ぜんと): future, prospects, outlook",8,717
通,通,通,1,AAA,"ツウ, ツ","とお·る, とお·り, 〜とお·り, 〜どお·り, とお·す, とお·し, 〜どお·し, かよ·う","とん, どうし, どおり, みち","traffic, pass through, avenue, commute, counter for letters, notes, documents, etc.","交通 (こうつう): traffic, transportation, communication, exchange (of ideas, etc.), intercourse<br>普通 (ふつう): normal, ordinary, regular, usual, common, average<br>通る (とおる): to go by, to go past, to go along, to travel along, to pass through, to use (a road), to take (a route), to go via, to go by way of<br>通う (かよう): to go to and from (a place), to go back and forth between, to run between (e.g. bus, train, etc.), to ply between<br>通信 (つうしん): correspondence, communication, transmission, news, signal, telecommunications",2,80
逝,逝,逝,1,AAA,セイ,"ゆ·く, い·く",,"departed, die",,8,2018
速,速,速,1,AAA,ソク,"はや·い, はや〜, はや·める, すみ·やか",わ,"quick, fast","早い (はやい): fast, quick, hasty, brisk<br>急速 (きゅうそく): rapid (e.g. progress)<br>高速 (こうそく): high-speed, rapid, express<br>速度 (そくど): speed, velocity, pace, rate<br>時速 (じそく): speed (per hour)",3,576
造,造,造,1,AAA,ゾウ,"つく·る, つく·り, 〜づく·り","ずくり, づくり, み","create, make, structure, physique","製造 (せいぞう): manufacture, production<br>構造 (こうぞう): structure, construction, makeup, framework, organization, pattern<br>改造 (かいぞう): remodeling, remodelling, restructuring, reconstruction, reshuffling (e.g. cabinet)<br>造船 (ぞうせん): shipbuilding<br>人造 (じんぞう): artificial, man-made, imitation, synthetic",5,429
連,連,连,2,AAB,レン,"つら·なる, つら·ねる, つ·れる, 〜づ·れ","ずれ, つれ, むらじ, れ","take along, lead, join, connect, party, gang, clique","連絡 (れんらく): to contact, to get in touch<br>連れる (つれる): to take (someone) with one, to bring along, to go with, to be accompanied by<br>関連 (かんれん): relation, connection, relevance<br>連続 (れんぞく): continuation, succession, series<br>連れ (つれ): companion, company",4,30
逮,逮,逮,1,AAA,タイ,,,"apprehend, chase","逮捕 (たいほ): arrest, apprehension, capture",8,766
週,週,周,2,AAB,シュウ,,,week,"今週 (こんしゅう): this week<br>先週 (せんしゅう): last week, the week before<br>毎週 (まいしゅう): every week<br>来週 (らいしゅう): next week<br>週間 (しゅうかん): week",2,540
進,進,进,2,AAB,シン,"すす·む, すす·める",のぶ,"advance, proceed, progress, promote","進む (すすむ): to advance, to go forward<br>進学 (しんがく): entering a higher-level school, esp. going on to university<br>前進 (ぜんしん): advance, moving forward, progress<br>進歩 (しんぽ): progress, advance, improvement, development<br>推進 (すいしん): propulsion, drive",3,142
逸,逸,逸,4,ABB,イツ,"そ·れる, そ·らす, はぐ·れる","いっ, はや, へん","deviate, idleness, leisure, miss the mark, evade, elude, parry, diverge",,8,1524
遂,遂,遂,1,AAA,スイ,"と·げる, つい·に",,"consummate, accomplish, attain, commit (suicide)","遂げる (とげる): to accomplish, to achieve, to carry out",8,1423
遅,遲,迟,5,ABC,チ,"おく·れる, おく·らす, おそ·い",じ,"slow, late, back, later","遅い (おそい): slow, time-consuming, sluggish<br>遅れる (おくれる): to be late, to be delayed, to fall behind schedule, to be overdue<br>遅刻 (ちこく): lateness, tardiness, arriving late<br>遅れ (おくれ): delay, lag, postponement, falling behind<br>手遅れ (ておくれ): being too late, losing one's final chance",8,833
遇,遇,遇,1,AAA,グウ,あ·う,,"meet, encounter, interview, treat, entertain, receive, deal with","待遇 (たいぐう): treatment, reception, service<br>境遇 (きょうぐう): one's circumstances, environment, situation (in life)",8,1343
遊,遊,游,2,AAB,"ユウ, ユ","あそ·ぶ, あそ·ばす","あす, う",play,"遊ぶ (あそぶ): to play (games, sports), to enjoy oneself, to have a good time<br>遊び (あそび): playing<br>遊園地 (ゆうえんち): amusement park<br>遊牧 (ゆうぼく): nomadism",3,941
運,運,运,2,AAB,ウン,はこ·ぶ,,"carry, luck, destiny, fate, lot, transport, progress, advance","運動 (うんどう): exercise, physical training, work-out<br>運転 (うんてん): operation (of a machine, etc.), operating, running, run<br>運転手 (うんてんしゅ): driver, chauffeur<br>運ぶ (はこぶ): to carry, to transport, to move, to convey<br>運 (うん): fortune, luck",3,255
遍,遍,遍,1,AAA,ヘン,あまね·く,,"everywhere, times, widely, generally","普遍 (ふへん): universal, general, ubiquitous, omnipresent",8,1845
過,過,过,2,AAB,カ,"す·ぎる, す·ごす, あやま·ち, あやま·つ, よぎ·る, よ·ぎる",,"overdo, exceed, go beyond, error","過ぎ (すぎ): past, after<br>過ぎる (すぎる): to pass through, to pass by, to go beyond<br>過去 (かこ): the past, bygone days, the previous<br>通過 (つうか): passing through (a tunnel, station, town, etc.), passing by (e.g. of a typhoon), transit<br>通り過ぎる (とおりすぎる): to go past, to pass, to pass by",5,285
道,道,道,1,AAA,"ドウ, トウ","みち, いう","さ, じ, ど, みつ, おさむ","road-way, street, district, journey, course, moral, teachings","道 (みち): road, path, street, lane, passage<br>柔道 (じゅうどう): judo<br>水道 (すいどう): water supply, water service, waterworks<br>道具 (どうぐ): tool, implement, instrument, utensil, apparatus, device<br>道路 (どうろ): road, highway",2,207
達,達,达,2,AAB,"タツ, ダ",〜たち,"かつ, さと, て, てつ, とおる, みち","accomplished, reach, arrive, attain","友達 (ともだち): friend, companion<br>配達 (はいたつ): delivery<br>発達 (はったつ): development, growth<br>達する (たっする): to reach, to get to, to arrive at<br>上達 (じょうたつ): improvement (e.g. in skill, ability), advance, progress",4,500
違,違,违,2,AAB,イ,"ちが·う, ちが·い, ちが·える, 〜ちが·える, たが·う, たが·える",,"difference, differ","違う (ちがう): to differ (from), to vary<br>間違える (まちがえる): to make a mistake (in), to commit an error (e.g. in calculation)<br>違反 (いはん): violation, offense, offence, breach, transgression, infringement, contravention<br>違い (ちがい): difference, distinction, discrepancy<br>間違い (まちがい): mistake, error, blunder",8,344
遠,遠,远,2,AAB,"エン, オン",とお·い,"お, おに, ど, どお","distant, far","遠い (とおい): far, distant, far away, a long way off, in the distance<br>遠慮 (えんりょ): reserve, constraint, restraint, modesty, diffidence, hesitation, holding back, discretion, tact, thoughtfulness<br>永遠 (えいえん): eternity, perpetuity, permanence, immortality<br>望遠鏡 (ぼうえんきょう): telescope<br>遠足 (えんそく): excursion, outing, trip",2,887
遣,遣,遣,1,AAA,ケン,"つか·う, 〜つか·い, 〜づか·い, つか·わす, や·る",,"dispatch, despatch, send, give, donate, do, undertake","小遣い (こづかい): pocket money, spending money, pin money, allowance<br>言葉遣い (ことばづかい): speech, expression, wording, language<br>派遣 (はけん): dispatch, despatch, deployment<br>無駄遣い (むだづかい): waste (of money, time, etc.), squandering, frittering away",8,664
適,適,适,2,AAB,テキ,かな·う,,"suitable, occasional, rare, qualified, capable","適当 (てきとう): suitable, proper, appropriate, adequate, fit, fair<br>適切 (てきせつ): appropriate, suitable, fitting, apt, proper, right, pertinent, relevant<br>適用 (てきよう): applying (e.g. a technology), adoption<br>快適 (かいてき): pleasant, agreeable, comfortable<br>適度 (てきど): moderate (degree), proper (amount), temperate, suitable",5,670
遭,遭,遭,1,AAA,ソウ,"あ·う, あ·わせる",,"encounter, meet, party, association, interview, join","会う (あう): to meet, to encounter, to see<br>遭難 (そうなん): disaster, accident, shipwreck, distress",8,1554
遮,遮,遮,1,AAA,シャ,さえぎ·る,,"intercept, interrupt, obstruct","遮る (さえぎる): to interrupt, to obstruct (a view, someone's way, etc.), to block (light, wind, etc.), to intercept, to cut off",8,1865
遵,遵,遵,1,AAA,ジュン,,,"abide by, follow, obey, learn",,8,
遷,遷,迁,2,AAB,セン,"うつ·る, うつ·す, みやこがえ",,"transition, move, change","変遷 (へんせん): change, transition, vicissitudes",8,1937
選,選,选,2,AAB,セン,"えら·ぶ, え·る, よ·る",,"elect, select, choose, prefer","選ぶ (えらぶ): to choose, to select<br>選手 (せんしゅ): player (sports), athlete, team member<br>選択 (せんたく): selection, choice, option<br>選挙 (せんきょ): election<br>当選 (とうせん): being elected",4,57
遺,遺,遗,2,AAB,"イ, ユイ",のこ·す,,"bequeath, leave behind, reserve","遺跡 (いせき): historic ruins (remains, relics), archeological site",6,647
避,避,避,1,AAA,ヒ,"さ·ける, よ·ける",,"evade, avoid, avert, ward off, shirk, shun","避難 (ひなん): taking refuge, finding shelter, evacuation, escape, seeking safe haven",8,756
還,還,还,2,AAB,カン,かえ·る,,"send back, return","返還 (へんかん): return, restoration<br>還元 (かんげん): restoration, return<br>還暦 (かんれき): 60th birthday",8,910
邦,邦,邦,1,AAA,ホウ,くに,,"home country, country, Japan","連邦 (れんぽう): commonwealth, federation of states, confederation, union",8,654
邪,邪,邪,1,AAA,ジャ,よこし·ま,,"wicked, injustice, wrong","風邪 (かぜ): (common) cold, influenza, flu, ague, inflammatory respiratory system illness (in general)<br>邪魔 (じゃま): hindrance, obstacle, nuisance, disturbance, interruption, interference<br>無邪気 (むじゃき): innocent, simple-minded",8,1612
邸,邸,邸,1,AAA,テイ,やしき,むら,"residence, mansion","屋敷 (やしき): residence, estate, grounds, premises, mansion<br>邸宅 (ていたく): mansion, residence",8,905
郊,郊,郊,1,AAA,コウ,,,"outskirts, suburbs, rural area","郊外 (こうがい): suburb, residential area on the outskirt of a city, commuter belt<br>近郊 (きんこう): outskirts, environs (of a city), surrounding area, surroundings",8,1304
郎,郎,郎,1,AAA,"ロウ, リョウ",おとこ,"いら, お, とう, もん, ろ, ろお","son, counter for sons",,8,569
郡,郡,郡,1,AAA,グン,こおり,,"county, district","郡 (ぐん): district, county",4,965
部,部,部,1,AAA,ブ,〜べ,"とり, ふ, ぺ, ま","section, bureau, dept, class, copy, part, portion, counter for copies of a newspaper or magazine","部屋 (へや): room, chamber<br>全部 (ぜんぶ): all, entire, whole, altogether<br>部長 (ぶちょう): head (chief, director) of a section or department<br>学部 (がくぶ): department of a university<br>部分 (ぶぶん): portion, section, part",3,36
郭,郭,郭,1,AAA,カク,くるわ,ひろ,"enclosure, quarters, fortification, red-light district",,8,1670
郵,郵,邮,2,AAB,ユウ,,,"mail, stagecoach stop","郵便局 (ゆうびんきょく): post office<br>郵便 (ゆうびん): mail service, postal service, mail, post<br>郵送 (ゆうそう): mailing, posting",6,917
郷,鄕,乡,5,ABC,"キョウ, ゴウ",さと,くに,"home town, village, native place, district","故郷 (ふるさと): home town, birthplace, native place, one's old home<br>郷土 (きょうど): native place, birth-place, one's old home<br>郷里 (きょうり): birth-place, home town<br>郷愁 (きょうしゅう): nostalgia, homesickness",6,1077
都,都,都,1,AAA,"ト, ツ",みやこ,"くに, ず, ち, づめ, みや","metropolis, capital, all, everything","都合 (つごう): circumstances, condition, convenience<br>都市 (とし): town, city, municipal, urban<br>首都 (しゅと): capital city, metropolis<br>都 (みやこ): capital (esp. Kyoto, Japan's former capital), seat of government<br>都会 (とかい): city",3,123
酌,酌,酌,1,AAA,シャク,く·む,,"bar-tending, serving sake, the host, draw (water), ladle, scoop, pump",,8,2271
配,配,配,1,AAA,ハイ,くば·る,,"distribute, spouse, exile, rationing","心配 (しんぱい): worry, concern, anxiety, uneasiness, fear<br>支配 (しはい): domination, rule, control<br>配達 (はいたつ): delivery<br>気配 (けはい): indication, sign, hint, presence, trend<br>配る (くばる): to distribute, to hand out, to deliver, to deal out, to serve out",3,359
酒,酒,酒,1,AAA,シュ,"さけ, さか〜","き, さ, し","sake, alcohol","酒 (さけ): alcohol, sake<br>酒場 (さかば): bar, pub, tavern",3,1006
酔,醉,醉,4,ABB,スイ,"よ·う, よ·い, よ",よい,"drunk, feel sick, poisoned, elated, spellbound","酔う (よう): to get drunk, to become intoxicated<br>酔っ払い (よっぱらい): drunkard<br>麻酔 (ますい): anaesthesia, anesthesia",8,1640
酢,酢,酢,1,AAA,サク,す,,"vinegar, sour, acid, tart",酢 (す): vinegar,8,1955
酪,酪,酪,1,AAA,ラク,,,"dairy products, whey, broth, fruit juice",酪農 (らくのう): dairy farming,8,2012
酬,酬,酬,1,AAA,"シュウ, シュ, トウ",むく·いる,,"repay, reward, retribution","報酬 (ほうしゅう): remuneration, recompense, reward, toll",8,1515
酵,酵,酵,1,AAA,コウ,,,fermentation,,8,1862
酷,酷,酷,1,AAA,コク,ひど·い,,"cruel, severe, atrocious, unjust","残酷 (ざんこく): cruel, brutal, ruthless, merciless, inhuman<br>冷酷 (れいこく): cruelty, coldheartedness, relentless, ruthless",8,1596
酸,酸,酸,1,AAA,サン,す·い,,"acid, bitterness, sour, tart","酸素 (さんそ): oxygen (O)<br>酸性 (さんせい): acidity<br>酸っぱい (すっぱい): sour, acid<br>酸化 (さんか): oxidation, oxidization<br>酸 (さん): acid",5,1218
醜,醜,丑,2,AAB,シュウ,"みにく·い, しこ",,"ugly, unclean, shame, bad looking","醜い (みにくい): ugly, unattractive",8,2074
醸,釀,酿,5,ABC,ジョウ,かも·す,,"brew, cause",,8,1838
釈,釋,释,5,ABC,"シャク, セキ","とく, す·てる, ゆる·す",しゃ,explanation,"解釈 (かいしゃく): explanation, interpretation",8,1097
里,里,里,1,AAA,リ,さと,さ,"ri, village, parent's home, league","郷里 (きょうり): birth-place, home town",2,1096
重,重,重,1,AAA,"ジュウ, チョウ","え, おも·い, おも·り, おも·なう, かさ·ねる, かさ·なる, おも","さね, しげ, しげる","heavy, important, esteem, respect, heap up, pile up, nest of boxes, -fold","重い (おもい): heavy, weighty<br>重要 (じゅうよう): important, momentous, essential, principal, major<br>重大 (じゅうだい): serious, important, significant, grave, weighty<br>貴重 (きちょう): precious, valuable<br>重視 (じゅうし): regarding as important, attaching importance to, taking a serious view of, putting emphasis on",3,193
